Y,a.pinene,camphene,myrcene,?.Phellandrene,g.terpinene,p.cymene,terpinolene,Limonene_oxide_cis,Pinocarvone,Unk_1,bornylacetate,X4.ol.terpinen,trans.Verbenol,verbenone,sesquiterpeni.1,sesquiterpene.2,a.humulene,sesquiterpene.3,B.caryophillene.oxide,unk_.2,?.epi.Cadinol,Selina.6.en.4.ol,?.Cubebene,a.copaene,b.copaene
Abies alba,"19,7821646951756","0,42043156302798","0,915073702011485","0,347801947714634",0,"0,2121167835146","0,0781739621815099","0,300616048138976","1,21851102130652",0,0,0,"2,96138890890628","2,78506439414946",0,0,"0,049501210036053","1,77310683040497","1,27141437344332","7,41700016586346","0,460707511722826","1,28896041866166","0,477549121588143","0,203357947048437","0,319521175159785"
Abies alba,"21,3775593348591","0,315290554833498","0,744409600048606","0,407009279355263",0,"0,149848571999081","0,0881022158466508","0,232175403920583","0,951205771286334",0,0,0,"2,65897231912836","4,07820654522886","0,0504559707270979","0,501019560499395","0,135994683252263","1,44984914321036","0,824939024498025","14,5768759872286","0,443631790335537","1,09911332060288","0,402298234108594","0,180876295755509","0,198966605819442"
Abies alba,"21,7209031985754","0,257795291735165","0,879837749117738","0,407360375644614",0,"0,168551082475591","0,112185607628652","0,351144763407117","0,596648548224605",0,0,0,"1,01689383864308","2,26963192078864","0,0575006656392512","0,500372774376918","0,130058080968726","0,974009750873976","2,31626501573275","13,0572724125135","0,348116606144882","0,838278243222051","0,298223063406736","0,14826254628329","0,154139411791572"
Abies alba,"18,780637337886","0,419256796295275","0,705516070780858","0,274994487337252","0,0243176558095791","0,322602119654844","0,0507739802836143","0,344063792700759","1,41377061309173",0,0,0,"3,20683933489885","4,41213753818252","0,0884251818243619","0,336298334028723","0,0974773300851701","1,31062278054793","1,31242411513081","7,89943443186079","0,987191740235386","1,8393995971494","0,57867183820763","0,347825960882611","0,493250122767"
Abies alba,"11,6644984188383","0,203835732787529","0,221338783602537","0,137725079450413",0,"0,15497033426963","0,0128797449705956","0,27012753882346","0,32633586704586",0,0,0,"0,334304902151059","1,75409625536213","0,0738997719561596","1,1669131158359","0,351607281375799","1,04939446035635",0,0,0,0,"0,550982232701418","0,45698997750581","0,186029902993123"
Abies alba,"9,02898961517168","0,262030028887303","0,739569496988064","0,140121350995918",0,"0,0738358630588715","0,0319729868832741","0,369061649310704",0,"0,235710223332212",0,0,"0,313089800794474","0,522600340103203",0,"0,208053137184737","0,038392327528622","0,175971120668828",0,"3,0127558600019",0,"0,561101447302716","0,25590841590736","0,0928124408385807","0,0625115655084302"
Abies alba,"20,9066553596016","0,351011802308082","0,206643436219333","0,0342774085318772","0,0098662181650653","0,0880745893922974","0,00728647746029196","0,103966613520211","0,442746050898496",0,0,0,"0,928659681962247","2,54807293775899","0,0592468784804145","0,31773537470507","0,0633282878958404","1,62402729800427","2,22197307148729","2,19482566224417","0,815799681169237","2,94562371111262","0,645311104234748","0,490751020385773","0,242396738636308"
Abies alba,"28,2312487587101","0,421480266130328","0,0610003897580376","0,0218436844526764",0,"0,0722321126358236",0,"0,0754092413632568",0,"1,01410852295122","1,01410852295122",0,"0,950417879198447","1,55134226300214",0,"0,487235056583874","0,146718908911463","0,892100008828892",0,"19,6307750617521","0,362822468331075","3,35014247062307","0,689866573859164","0,476822590788842","0,318299082251418"
Abies alba,"8,94054693111881","0,150048439039183","1,03689225650644","0,00398648807897328","0,00449305212139577","0,0822281145149442","0,00670693762109018","1,23584777431613","0,301063870074809",0,"0,301063870074809",0,"0,336449289843707","0,756158825968059","0,315468904531115","0,314944197327844","0,037301341822138","0,63159778765063","0,718726868814815","0,475392261954007","0,135926340202768","0,998480650179095","0,517812375596926","0,25759114204414","0,191829423604683"
Abies alba,"13,5648454031894","0,2027401627026","0,0490502762574359","0,0584553295035186",0,"0,17095333021414",0,"0,0926879839648964",0,"0,953649930697599","0,508108142287684",0,"0,530018917652847","1,67842124795146",0,"1,05978366015302","0,167344979402214","1,98605721332968",0,"11,0422259155244","0,550863960628723","3,02723164353192","0,946106550245975","0,757021791216069","0,266831943526659"
Abies alba,"20,0382712817538","0,315855082552963","0,0958037164521036","0,0674940471731863",0,"0,195637419646757","0,0171693912042196","0,0817263174432834",0,"1,03979856247676",0,0,"1,5265638991181","2,96013539424473","0,224986982344514","1,35048717665732","0,338164523458162","3,05863853609362","1,78533588314791","2,80557148885469","1,00942795206067","5,5596412919984","1,39561729534515","1,07785217065554","0,593470252800678"
Abies alba,"7,20118871158559","0,184010483331113","0,495033338800333","0,0510381514369056",0,"0,28297419346218",0,"0,238408353997949",0,"1,82259094064872","1,13954679909214",0,"0,894785327152451","3,95385451384971",0,0,0,"0,579931858707026",0,"31,8274943310786",0,0,"0,514107823737669","0,293815366824264","0,284873388684851"
Abies alba,"19,3339988148428","0,31954030625455","0,280720289501576","0,226350171295994","0,0398685659325028","0,0908473912621465","0,0462411946516468","0,0852812817449928",0,"2,44064059371442",0,0,"0,964301579760974","2,55067483849216","0,129589796914353","3,6365624121128","0,876836047669939","4,55704739754039",0,"5,12169121254509","0,555451960467021","13,0250485052231","1,2956699227267","0,958219563682641","0,678891227321366"
Abies alba,"60,297824625927","1,36422939975211","0,162393069712117","0,0178648625617609","0,0297143486027007","0,205590223574134","0,0338386920034516","0,0351026273517794","0,297589957842493",0,0,0,"3,74822697659544","2,04404198894751",0,"0,275939560369473","0,132823640936541","0,345104404271868",0,"2,57170383160771","0,0582173669188007","0,761611331504318","1,10114232456592","0,401919164029196","0,264733063300066"
