Class,POP,WorkGroup,miX,Idsample,date,a-pinene,fenchene,camphene,b-pinene,b-myrcene,a-phellandrene,a-terpinene,d-limonene,cineolo,b-ocimene,g-terpinene,p-cymene,terpinolene,neryl-propionate,nerol,neryl-isovaleriate,neryl-acetate,linalool,terpinen-4-ol,a-terpineol,a-ylangene,a-copaene,isoitalicene,italicene,cis-a-bergamotene,trans-a-bergamotene,b-caryophillene,guaia-6.9-diene,b-farnesene,g-curcumene,a-muurolene,b-bisabolene,d-cadinene,sesquiterpene8,b-selinene,b-curcumene,selinene,a-curcumene,C15H26O2,guaiol,sesquiterpene 4,rosifoliol,TOT_Mono,TOT_mono&sesqui,Work_prop,Work_prop2,Work_prop3,Isole,WorkGroup_dup
C,III,C_III,,C III 15 15ott2020.D,16/10/2020 01:46:06,"6339716,62992875","1316340,42511302","548545,362074017","2637611,13954982","68003,3196347821","90620,7825249987","742132,823730984","13292080,2290545","9108461,01547871",0,"3146165,06392883","1076619,12147886","1177583,60626562","17460911,3655425","2468486,64822727","1636557,46591397","15143585,8521656","1613848,70541227","3243703,11738803","9939455,73046741",0,0,"651267,25170689","2831035,6120519","2941646,46770573","1927535,30281652","848440,60326406",0,"81131,4115661157","11296673,0413879",0,"530734,350834426",0,0,0,"1020462,00202156",0,"4783253,15516443","1414395,24488368","1245049,60557884",0,"9066202,96458556","91050428,4038799","129688255,417448",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 16 15ott2020.D,16/10/2020 02:41:55,"1901610,39249241","691626,17775716","324593,251916226","578494,233469542","58162,5668249988","1479,05567173915",0,"8093944,01886261","23561,8720043487",0,"415574,779326088","27560,2743043479","1330479,49735816","5185644,19845691","4111363,67801177","338023,161146728","23234322,9602242","331394,967102074",0,"2366333,59454122",0,0,"297338,007955964","1245555,2367643","1601395,91018033","623315,211149458","160170,045706612",0,"186643,793442976","2053029,55394414",0,"313608,557078637",0,0,0,"873255,928117383",0,"6283420,29615122","224683,96876107","1395133,39841383",0,"3376978,79308048","49014168,6794705","67648697,3802169",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 17 15ott2020.D,16/10/2020 03:37:40,"951856,289512775","79614,9621180891","56414,9394306234","329110,798693374","44025,2969999996","36533,8715000001","611667,488761412","646246,764171505","1826118,247617",0,"868605,089690142","155535,17304348","715114,614485478","600361,725220362","840747,701890329","763190,484564942","4235420,58141955",0,"859693,591989128","13303942,2328648",0,0,"379332,879030038","1493961,79711753","2137795,32360326","1542890,38868533","3186764,19531058",0,"224109,892284298","15066253,3800774",0,"373826,291844513","31034,3028333338",0,"1644238,51463461","4910607,12908761","3091420,80578353","1877431,33709006","82382,2918127371","954774,571814521",0,"1196806,32088915","26924199,853973","65117829,2758715",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 18 15ott2020.D,16/10/2020 04:33:34,"7109576,56484108","329556,783071386","128195,761987646","1358193,35593351","133347,043180432","86500,6679304338","1012661,83146903","3061112,05654244","3353463,61292827",0,"2298263,86534558","348085,220560874","788089,937544831","9189729,52101965","7156922,09658258","1312916,73667287","30162574,8030288","1928453,07505874","1572762,75914514","13611461,1662207",0,"3673966,91692027","545514,366640525","2301963,83619887","1175604,79913246","568614,90042935","122289,055621902",0,"321114,644938839","14614840,5210143","516342,467227268","279751,79304154","112757,015999997","510368,924797089",0,"729797,956777781",0,"1934791,0201523","428836,753957412",0,0,0,"84941866,859064","112778421,831914",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 2 15ott2020.D,15/10/2020 13:39:34,"270257,494843289",0,"10617,9613994562","130671,986086957","67084,022086957","19948,7127923916","384237,376805432","239424,478978258","4141397,43762965",0,"340547,336341727","107889,483217392","68278,9093896735","3646907,77470192","3665536,32929547","242099,666952198","7807498,466078","6782907,44540067","584495,229954231","4030380,97141622",0,"929417,940031403","86062,4075108718","448871,184826877","1070828,58974565","902184,355350035","103567,953799587",0,"53164,3013760331","2243904,0841094",0,"284854,445863637",0,"108111,496844661","1056936,52201906","2038862,76297835","1354544,72259755","1255481,2835909","269057,30212582","858641,584141022",0,"5245859,01388502","32540181,0833699","50850531,0341658",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 3 15ott2020.D,15/10/2020 14:35:30,"237235,247635619","126863,280166828","47643,1509612601","76841,9918405712","66841,746442746","2802,29436086955","19591,7125706514","1117384,26383615","1272,74916521719",0,"83028,447","15868,0059652174","1974467,14795967","6166060,72544757","5393129,36570693","469258,561756985","15402540,1532595","7321924,60870992",0,"11884649,63673",0,0,"324757,062956522","1269686,15357097","1219047,16718293","679471,328500001","61636,2652851236",0,"115458,275417355","7519447,29200071",0,"220233,606090909",0,0,0,"516577,935977828",0,"1361475,7062469","461045,880251934","2401206,2813382",0,"13746152,8243345","50407403,0895157","80303598,8686696",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 4 15ott2020.D,15/10/2020 15:31:17,"1460847,41737056","19374,2090815219","57222,2553526499","781926,817530136","55792,0414804339","44719,4061538037","585791,729426634","637527,925889736","129765,374078262",0,"1372339,28044759","270643,928900001","213123,404706518","9541588,38538907","7357938,21467105","380326,192516937","20523130,7673115","1085271,48940244","1689495,16036141","5448647,08364795",0,"2264416,91450433","203504,681947333","844732,452432827","493293,9122823","450048,777313072","141831,056182644",0,"44297,8935818188","3497408,82303682","343957,179045457",0,0,"145813,9915","1877790,78415358","1980205,35260572","1660587,4242013","1274900,29000245","537987,716016422","716800,728091834",0,"4680086,20170248","51655471,0837182","72813135,2623186",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 5 15ott2020.D,15/10/2020 16:26:53,"9307837,64386644","662412,680867074","239884,538967345","434924,644249047","45866,8856163045","10554,5436940219","331820,731599999","4068165,94836817","7247,75256739154",0,"198707,371004351","40213,6655217385","194659,267923912","1734802,59907767","274931,605483948","343466,72166379","2641720,80429074","562865,156267862","679006,326254349","11359731,25059",0,"10467,068858695","265109,329763048","1140313,05822191","1971190,35011236","1218355,71143163","4794308,12535936","156511,413809151","202280,07823967","6914984,44275208","430828,785800824","617641,740692472","648058,623499998",0,"1736770,33332864","2010476,85722514","1799566,75963901","1276388,57008103","105123,144497146","764486,967334501",0,"4555761,58152903","33138820,1378742","63757443,0800499",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 6 15ott2020.D,15/10/2020 17:24:32,"1126907,70553726","29023,2109000001","62326,2599868521","557017,052996762","63260,192345651","47769,7050554343","594804,018212698","495375,462990771","1727872,91393436",0,"1144432,0740949","204436,272552178","335800,139483693","4914316,70727676","10237112,3551628","448728,166977719","7711097,73906908","577843,07796328","1158550,19887282","21576024,0628426",0,0,"430635,226624341","1796089,63529648","4315031,16398241","2421181,23330708",0,0,"405099,505817355","19264197,1459654",0,"609121,404433387",0,0,0,"1205833,56997023",0,"4109464,72013646","1580376,25408035",0,0,0,"53012697,3162556","89149727,1758691",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 7 15ott2020.D,15/10/2020 18:20:19,"958850,350528944","20908,6975250001","36919,1983257915","394286,070832355","42222,3974127543","25937,2675304346","372367,039891305","339540,284342393","79668,3701608707",0,"727123,737492652","215638,94536522","723356,193763091","13417655,6059041","3397108,30352309","1444742,27315696","21968889,0078937","3412794,65084821","1412147,97213804","9024878,68227408",0,"5136729,9062059","534051,330109873","2311801,81645487","2562753,71342951","2770469,09695989","181354,923648759",0,"93516,0366958688","7917491,11422837","537228,38534793","419639,062227277",0,"592909,649805826",0,"539490,034000001",0,"2018337,54348612","1400231,23434591",0,0,0,"58015035,048909","85031038,8958551",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 8 15ott2020.D,15/10/2020 19:16:02,"1355827,82909664","45222,6698152179","76287,8937154273","435110,067879132","64455,0106313227","37893,1496413046","538191,190864128","748576,03527793","98353,2108467402",0,"1196318,50157438","349329,9362","406799,791895656","8299907,31934452","12318956,7160425","1473737,63555934","3980127,79948368","3643399,82635909","1262935,61472393","5951941,89269356",0,0,"488874,296556837","1995847,50610094","1134440,57646724","864959,837665768","160679,72447314",0,"42302,6028677703","8078938,85124659",0,"502712,713272727","432992,823000003",0,"10253995,3136399",0,"6171193,73136604","1204417,13236775","1510338,29885478",0,0,0,"42283372,0916445","75125065,499524",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,,C III 9 15ott2020.D,15/10/2020 20:11:38,"56198,8451000004","36270,4861198148","9234,7168369568","23971,571","32603,7773525939","1793,63844891304","9680,17680000067","315047,292051084","1652,5333728262",0,"105083,595309782","45192,514697827","434792,300326092","16569758,7542475","2200886,23999668","1460356,02311556","30814489,5359145","6604418,60222328",0,"10671327,5593891",0,0,"260215,138774457","1054413,86074906","2898209,08659547","2151430,69602863","215711,521863635",0,"459720,433655375","15541099,6202878",0,"486339,303",0,0,0,"1120161,32676959",0,"716055,572217167","619258,327635348",0,0,0,"69392758,1623025","94915373,049879",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
C,III,C_III,1,C III Mix 6dicembre2021.D,06/12/2021 17:07:35,"3954746,63652338","467283,307224026","217486,005241304","715883,159852871","287360,028619356","45315,4859896411","478666,093500691","3940846,21421646","2490921,14770128","91849,8905000004","1100543,53737634","505588,702739132","282212,758760867","9384280,12849111","6008405,20709452","1030122,13430143","17889833,2887907","3357691,1611009","570721,526705987","1148949,91134635",0,"1906979,25852401","546420,730092717","2047380,20515305","2227840,29806571","1573167,13540709","1513377,82031467",0,"258263,947727275","25425707,112896","275763,959376858","331073,854132229",0,"4080798,10888224","4056100,22777533","846230,875208902",0,"1553840,89400346","854066,498503694","1129589,27165728",0,"3732272,31668016","53968706,3260763","106327578,840477",Gruppo capraia,Gruppo capraia,Gruppo capraia,Capraia,C_III
E,I,E_I,,E I 1.D,18/09/2020 01:07:14,"15107,5891859604",0,0,0,"11473,5334999999",0,0,"55100,1865000009",0,0,"81391,4310999983","517,907441351364",0,"4391105,77911344","407479,30500676","360484,332173004","6920074,12419515","7456777,44748862",0,"15573134,7005359","681570,1619236",0,"350154,890999999","1491384,3924561","12072,6911816217","48797,7109999993","32444,8825501353",0,"130930,424644864","11378819,1680064","1193649,24736444","1323075,1162537",0,,0,"846991,254268495",0,"631699,46425562","16525,7577532434","1791274,79495506",0,"9970362,53874244","35272646,3362402","65172398,8325959",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 10.D,18/09/2020 09:27:55,"3217931,3885767","5720,26949999983","44156,6069328894","255932,111154331","17619,0769261081","15258,5122366993","182610,011577663","272490,532815272","42574,3325000006","4105,72850000001","514610,173682208","103179,816000002",0,"8707666,22853877","1808588,98839039","675821,16217276","18796944,3997719","1659832,58112297","922710,044622094","4897289,52600165",0,0,"465528,537351798","1849632,09018505",0,"24675,4804999991","142672,782337838",0,"60129,0569999998","2325900,76788492",0,0,0,,0,"404822,241999999",0,"4561656,73405947","407506,507981925","1273044,3317456",0,"2883191,62518416","42145041,4910224","56543801,6472532",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 11.D,18/09/2020 14:09:29,"685004,955702527","344554,272794326","122915,733242524","215180,668711412","12946,3187610841",0,0,"3167353,50286323",0,"4008,91760500001","30005,885040541","1490,12534756752",0,"4231266,82608511","1167326,57978314","1096726,73266485","14691560,0740527","2436554,24446867",0,"10964847,4613434",0,0,"577726,340569954","2388880,44600933","3088332,39265065","1826557,12683505","1271788,2315",0,"108367,43535","8811819,34435413",0,"431579,013607145",0,,0,"1295570,45420531",0,"4959928,10226186","337198,327489187","2970349,62087882",0,"9369657,66483454","39171742,2984661","76609496,7990121",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 12.D,18/09/2020 15:08:33,"704511,220997014","257228,805112948","96308,9685046175","303164,103726488","29552,6137857141","14816,9364999999","263393,572464418","2429423,31830234","3430231,97219495",0,"393012,803858113","64923,5930000014","120667,678970885","514485,389631583","921183,787049962","67810,2201243247","13294858,1798311","243177,586104824","486718,905587499","9492401,57319794",0,0,"283592,013485887","1154695,48637582",0,"40331,0847275674","297693,175499999",0,"67795,4288824325","3118245,310614",0,0,0,,0,"454770,151500002",0,"906950,644630655","28749,266916216","957156,144386644",0,"5262885,85435925","33127871,2289447","45700735,7903232",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 13.D,18/09/2020 16:07:50,"9691556,1916012","83350,2419999999","118131,665011323","1146082,95205569","48900,7470000003","80383,47004138","961969,374304377","1262818,93174451","169610,114500001","7135,99798000016","1950381,88906689","350047,150590889","255557,193975727","4641536,93492874","3076744,43196759","348434,008194331","21170150,73847","207859,288827922","2002491,04460991","13174627,8582684",0,"9370,61349999987","419491,149072952","1715391,55771419","61988,2355","57656,9705000001","2002491,04460991",0,"117075,2661","10461112,1218493",0,0,0,,0,"594125,159391246",0,"2033513,71469184","235441,748574322","326044,581779364",0,0,"60747770,2251389","78781472,388422",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 14 25SETT20.D,26/09/2020 08:01:36,"81432,1345542289","12849,6647000003","26018,4486697044","32690,0710788184","65478,6533054193","7621,7934719213","159248,285791311","2965701,76732032","37144,9092699504","31890,8180291258","89763,6651621615","5165,71349999995","6941,51000970623","19324120,7994994","4089085,34557437","1167533,33822506","25382434,8933347","2330700,25373468","790001,683156211","14961808,1612417",0,0,"470707,885652339","1895296,51646996","538341,555","447226,032500004","2117091,05038191",0,"420416,572887837","16481547,9879154",0,"135787,995261576",0,,"990595,876480606","1108413,07572882",0,"2599613,49107011","1012536,46252369","2144624,34549408",0,"4396724,97437949","71567631,9096288","106326555,731375",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 15.D,18/09/2020 18:02:24,"514360,313594869",0,"39649,5894561577","315917,619098358","24386,9365960596","13685,8740879313","274871,265786759","227318,168499998","47456,8036935958","6962,82348749985","606510,189693335","124405,402999998",0,"3446688,93152422","3939666,73921037","617065,354534319","24312161,7052271","599225,165362893","1458317,3830081","11430484,2527934",0,0,"504496,305906158","2174598,87417486","28690,0352718921","137013,3895","293933,722499998",0,"346062,484000002","9536262,52605669",0,0,0,,"1632723,52426229","1402418,7078814","331504,342135907","4837212,06518103","403491,280999998","2545351,69638085",0,"5725873,11503386","47999134,518655","77898766,5879399",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 16.D,18/09/2020 18:58:28,"366026,993764474","66997,3460892613","55058,4212358124","53639,0388527495","10005,6679999997",0,"149220,730752223","529301,712939348","428359,49782677","3861,19045625004","79629,5635675685","2534,3212272974",0,"6629626,87711405","1201602,81594519","774118,550485722","17721654,1583365","849856,724682924","141577,823304055","2569174,27083975","73233,1870308014",0,"138732,866345133","576826,168614625",0,"40466,6685000012","79635,6368252011",0,"69281,860162162","3150537,95616679","193662,9405",0,0,,0,"211818,438665024",0,"402533,700100671","541138,928943458","678990,084811683",0,"1290976,16385931","31632245,7054199","39080080,3059448",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 17 30SETT20.D,30/09/2020 17:34:19,"521189,906628107",0,"35152,2492363818","354771,358159834","39477,6007413794","25270,9505000004","457488,983838187","202382,050999997","3790131,06433419","10472,5704999998","683249,333664168","140965,150196215","29411,1582990313","4733798,96438536","4731536,26950678","550595,248591992","52079835,0812257","2465899,68675188","2199827,9446846","21613933,6902737",0,0,"1073943,29804265","3690971,85239533",0,"63926,1671089192","91885,7359594596",0,"83655,3348108114","8026685,70618667",0,0,0,,0,"1191108,2755",0,"5972574,2066447","449625,384025426","991716,166148669",0,"8468692,65267439","94665389,2625175","124770174,042015",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 18.D,18/09/2020 20:50:38,"6547514,76193351","62414,7680000009","80273,0886959284","242217,410366711","18880,0994999999","20428,0732926109","264949,358586473","734440,241205862","35327,9885000005","3866,24195125013","505624,087283293","79558,1455000008","74926,231034948","1094963,24871704","894018,275722464","348349,359699985","7992936,42454053","267895,890270312","1276461,48971823","2087713,59743086",0,0,"320913,638391852","1341414,50289185","344377,718500002","322185,007858112","263798,127439025",0,"127050,857983783","6452933,19228123",0,"114989,4635",0,,0,"429540,77663891",0,"2536198,55274531","34987,1482016224","2364476,45384588",0,"6564942,79586383","22632758,78195","43850567,0180914",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 19 25SETT20.D,26/09/2020 07:05:40,"1361412,10852769","594795,211522229","141409,991814539","388577,250269061","18470,3965443348",0,"841863,178454783","4690244,19623333","8433,01589729085",0,"193091,758424325","85384,0645770259","44686,4202368957","4618035,24679355","871505,235999993","665423,2378","20095645,7570758","1949317,77437165","937954,57102892","17745634,2121164",0,0,"1316872,9925593","4549883,34453759","661216,89","399296,87883135","35335,0740581396",0,"183124,152020269","28579611,7234391",0,"134783,597475369",0,,0,"1304775,53557561",0,"5350610,72006136","333809,366172971",0,0,0,"55251883,6276878","98101203,9024189",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 2 25SETT20.D,26/09/2020 09:53:31,"29081,8949848935","6642,54705580805","26124,5484127117","14073,1994999997","21784,9449408863",0,0,"1327417,45768666",0,"8158,74849126231","70290,6369972991","2443,75500000006",0,"14620010,62708","2128700,68954081","2698334,01160082","18078428,1158209","1206098,26116672",0,"17819561,9833313",0,0,"834194,97603451","3204245,84488222","75128,388972973","104132,591000002","4446310,59262886",0,"158852,049774325","21673809,9580929",0,0,0,,0,"1171667,10115493",0,"2846470,75159264","207867,8155","2705161,82174123",0,"2658690,39217501","58057151,4216101","98143683,7051597",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 20 25SETT20.D,29/09/2020 11:44:57,"357561,517860531",0,"16326,257971659","159990,25480726","11553,542",0,"231874,945944102","108259,904000001","18092,6453768478","8008,86487864064","234240,286540539","86354,4370000003","5584,58174466014","4282880,81756128","432371,226565437","441228,194410941","7487829,80951432","1661605,05475955","1154366,17764039","5155123,35936262",0,0,"314839,712774782","1351112,35999432",0,"32682,7404999998","120613,717499999",0,0,"3072286,9069316",0,0,0,,0,"371959,884000002",0,"2436881,50233944","127682,776851353","387294,591362155",0,"2624338,32242401","21853251,8779388","32692944,3926164",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 21 25SETT20.D,26/09/2020 06:09:43,"386096,179860306",0,"46342,1459999999","206051,834822729","21615,2399334979","19227,7938536946","318698,452497437","131289,861999999","33169,5843460587",0,"417711,966250045","98458,0994999979","24514,1913155299","3920045,45785897","1684837,55958966","597914,751249472","14168912,8482893","998633,653375054","591847,624500001","18233689,3501073",0,0,"699732,293371884","2758620,7938185","53928,0459594589","106032,762025675","22722,2192857553",0,"236281,716067566","24634739,0275894",0,0,0,,"2038817,69543934","1507652,0413863","1165631,57097403","4036861,45460673","215698,944476216",0,0,0,"41899056,5953491","79375775,1603499",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 22.D,19/09/2020 00:34:11,"1205082,23108125","394558,824166668","111519,061725836","261853,323644501","33067,4826344822","7168,40483645309","513120,418657003","3026785,59284943",0,"4496,70245242722","241845,082267569","93933,8130000013","61014,5742427308","7444997,89191202","1581122,54660505","717155,72737291","18872693,0001507","3510424,75051828","1816887,79291754","2743883,45299974",0,0,"98800,5139999998","438835,135381098",0,0,0,0,"24109,4124999998","1917562,25335189",0,0,0,,0,"244914,341000001",0,"292250,975887706","221381,35534811",0,0,0,"42641610,6740346","45879464,6615034",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 23 25SETT20.D,26/09/2020 05:13:50,"483747,24816401",0,"33778,7827804183","252109,297728252","27033,7813889166","26955,9027310343","343692,0143044","1179921,17142175","2011078,84623304","3582,97200000001","578276,447652075","125260,102999998","40298,4266019424","2025939,28406476","1350643,16185309","245927,121059995","7194635,18300571","971694,765801106","909631,912500001","7347138,79688827",0,0,"600063,756504374","2362762,89503411","27378,6991491893","99931,2895467571","1140141,1765",0,"181350,2055","5307788,05308027",0,0,0,,0,"803571,183332968",0,"5305040,2200908","121233,261416213","582533,328448363",0,"4173821,11963217","25151345,2191788","45856960,407414",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 24 25SETT20.D,26/09/2020 04:17:24,"26420177,1613217","365962,378000004","170866,91431252","351353,899137501","85328,2120000007","13179,8526118226","270349,825906404","6115920,5433268",0,"15477,1604689322","164613,004459458","38120,9650162164",0,"11023209,624815","1797003,24158775","1579943,78492534","19103157,5234897","3610718,77717681","1247044,19943","8417298,81913023",0,0,"489904,482528279","2027369,5767072","1289678,114","756698,377168109","64653,6970755815",0,"482586,952141892","13160303,7450275",0,"261592,840482511",0,,0,"1209969,17649191",0,"2955940,32262681","256493,880573508","2118757,49036174",0,"4220319,00971959","80789725,8871162","110083993,552021",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 25.D,19/09/2020 03:21:14,"1050128,77887598","445790,479821503","133133,177606129","510396,628585378","76581,3892172423","24604,4434285714","439727,848002095","4879064,74046044","4362624,38447782",0,"581279,893677308","75778,4466013517","132371,879656313","9319428,00255133","2770262,33459765","790617,739758532","17181286,0790191","217350,396442981","861403,523508919","6386032,33558096",0,"13363,2035000002","645655,172746598","2607300,98337404","453613,566897302","257313,884999999","862019,970999995",0,"295582,994181982","16597470,7796727",0,"145555,671500001",0,,"2335922,95956766","784851,367217801","606159,058858986","1710788,51718523","165630,169816424","474862,215156841",0,"3264741,17888898","50237862,5018696","81458694,1964341",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 26 25SETT20.D,26/09/2020 03:21:41,"1452124,6267628","26534,5794142856","18572,3767082256","211342,322808611","49129,8144999996","15741,2374714285","318524,844788176","447447,199932339","2389397,15708876","9197,80602232989","463715,394973684","103001,764499998",0,"7595748,5021787","14984761,4274822","11125850,5007909","4413755,48981006","1388451,79120311","818757,023437841","8944294,84010564",0,0,"597225,471901706","2327845,06054779",0,"102524,764708108","1078360,1475",0,"62299,2062499996","2691409,46503871",0,"34419,8760000001",0,,0,"499336,533620691",0,"1808139,95330412","2039636,19288924","1373063,12666666",0,"6546989,91894317","54776348,6999791","73937598,4173493",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 27.D,19/09/2020 05:12:37,"145405,926742535","12852,7235408865",0,"65689,7445102982","28466,1508236449",0,"150843,872070292","178341,857000003","857083,070465519","9156,18518446582","311988,472927495","13037,6954039112",0,"4435796,82760333","1938504,43687726","445752,665977776","16187039,8129188","73456,0328306226","390861,297082431","6052535,48470889",0,0,"298640,290802499","1243397,74938214","55634,847959459","111441,093886487","349792,525487835",0,"176711,258999999","3330274,33520912",0,0,0,,0,"446005,225586203",0,"1884510,41005105","251710,269649648",0,0,0,"31296812,2566682","39444930,2636826",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 28.D,19/09/2020 06:08:26,"568947,845068822","236940,132805878","95509,6115734397","168696,367235389","13931,3217470447",0,0,"2300041,30626938",0,0,"88175,7515000009","5396,1085",0,"639981,027999984","959751,382323393","205400,59701784","11645708,1941399","2537886,57763705","365025,004277837","4302659,23914851",0,0,"271401,131525157","1087650,22012261","23375,0895270272","157922,723324324","64655,5699110808",0,"57099,0375000005","4530612,31645331",0,0,0,,0,"399787,831",0,"2340109,72751221","95879,8619589166","1054033,48965258",0,"4193208,26135783","24134050,4672445","38409785,7270895",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 29.D,19/09/2020 07:04:09,"2674790,06350518","303050,084259343","89664,7547328627","160076,076676502","11744,5393556651",0,"119071,725280384","2223571,31341904",0,"4433,60149999973","21228,7156864865","11023,0092985778","49536,322966021","6202572,60283439","2174080,09977253","243775,591595301","11934411,5448582","862812,374179328",0,"1085837,96547309",0,0,"228494,815909231","919019,914426153",0,"42441,2045000001","84123,8859999993",0,"28444,1915000003","1727974,92339243",0,0,0,,0,"218167,559",0,"726766,312499643","429286,247264266","436345,737785182",0,"1646373,86453474","28171680,3853929","34659119,0422045",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 3.D,18/09/2020 02:58:16,"925646,184119829","355345,721620482","112661,312415023","320194,928865033","17202,2660000001","13867,5330000001","202300,032143035","3133286,85964797","3045150,97870588","3503,28700000013","308393,326635142","79439,9045000016","82141,8197776645","6604629,02892466","1743559,2985807","722057,970999999","16836276,5447306","1647135,55276721","598655,606716215","7149911,52570532",0,0,"414213,313031687","1712461,92479263","948435,442837208","1056896,00278919","639198,303647027",0,"54392,6649383787","11519102,1350396",0,"161151,4145",0,,0,"606899,507500007",0,"3256445,87511756","209632,696999999","1202988,951",0,"3961448,64291243","43901359,6828548","69644626,5579605",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 4.D,18/09/2020 03:54:00,"32105,9106954866","5159,65718965531","21029,062","17582,4684039411","23912,5733201973",0,"100861,164649389","1240533,17008575",0,"1971,70449999995","29290,4752297299","2387,62944054061",0,"8481773,10230645","2610554,76795275","969478,633097789","28705593,1185296","35116,1678697671","160927,779500001","6562624,54634652",0,0,"302097,746640534","1205550,04904742","980463,849000006","1112245,88211577","58688,0689840538",0,"50410,1689940543","3930884,22093611",0,"132622,655947045",0,,0,"511276,227499999",0,"902769,983706966","389758,253258302","1328397,50770191",0,"1589195,73928211","49000901,9311176","61495262,2842319",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 5 25SETT20.D,26/09/2020 08:57:58,"1219538,42555227","542422,933539364","176273,053815155","378666,412481445","43960,3364999996",0,"165266,347006895","7024734,97607785","28221,8942635476","39135,4094281561","81514,1703162168","13242,9245000005","25502,7479708708","13356909,544283","4112537,48728733","2084839,10880297","35445069,314618","124572,146735469","578255,452930525","17470633,573224",0,0,"485837,977781704","1939955,38440756","715374,455557837","257062,642684324","234435,080946221",0,"37577,9504324325","695557,127586079",0,"94659,4765600997",0,,0,"676102,930584746",0,"1754886,31743328","435670,842657665",0,0,0,"82911296,2593331","90238416,445965",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
E,I,E_I,,E I 6.D,18/09/2020 05:45:32,"6968446,36142164","10919,597142857","51923,9170283811","511556,625261518","17023,5416182265","30865,3484999999","485549,918733623","585974,476624335","1583583,41988398","7573,7392324999","1052593,30648197","259777,03","104162,99483691","5073130,26035516","1949198,57534929","636057,959975758","11540710,9325206","164585,858938074","795387,364000004","11435857,3144225",0,0,"595082,377577945","2276398,17205882",0,"61551,6585459456","539618,844999998",0,"46942,5659594589","10657745,1878276",0,0,0,,0,"494606,069",0,"1846420,91807891","169316,096567623","759206,207658746",0,"2662171,96552707","43264878,5423273","63373938,6061294",Gruppo capraia,Gruppo capraia,Gruppo capraia,Elba,E_I
