Class,POP,WorkGroup,miX,Idsample,date,a-pinene,fenchene,camphene,b-pinene,b-myrcene,a-phellandrene,a-terpinene,d-limonene,cineolo,b-ocimene,g-terpinene,p-cymene,terpinolene,neryl-propionate,nerol,neryl-isovaleriate,neryl-acetate,linalool,terpinen-4-ol,a-terpineol,a-ylangene,a-copaene,isoitalicene,italicene,cis-a-bergamotene,trans-a-bergamotene,b-caryophillene,guaia-6.9-diene,b-farnesene,g-curcumene,a-muurolene,b-bisabolene,d-cadinene,sesquiterpene8,b-selinene,b-curcumene,selinene,a-curcumene,C15H26O2,guaiol,sesquiterpene 4,rosifoliol,TOT_Mono,TOT_mono&sesqui,Work_prop,Work_prop2,Work_prop3,Isole,WorkGroup_dup
E,IV ,E_IV ,,E IV 21.D,23/09/2020 10:50:32,"15921167,1550941","100730,021477941","358369,895499997","346980,227937306","23055,2726624437",0,"217985,878714974","3351140,88748105",0,0,"97311,1128749988","38889,1400000006","32101,3177669572",0,"547233,844005706",0,0,"39296,4635206964","99601,7406371509",0,"314082,647393735","1593137,31799722","35125,4354370785","194541,084417755",0,0,"1651890,3771884","166609,141242576",0,"2481986,31225085","626714,568798384",0,"536133,585738146","122149,769",0,"89769,3479364444",0,"572335,622988703",0,0,"630442,865146565",0,"21173862,9576733","30188781,0332092",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 22.D,23/09/2020 11:46:04,"20124007,4031172","97588,2854036009","302269,020999997","259382,186817541","27651,3755138413","6375,17904405694","234977,232475493","2936944,51985067",0,0,"93096,7497298097","19147,6017342104","40562,4787391827","440903,382874016","1464658,91663521","305411,536644404","160603,806598316","1515682,49393333","51014,6675984695",0,"333320,98207199","2192068,99394204","154544,856705056","685444,339951827","278903,866897293","427032,213748411","4416132,37606015",0,0,"13002451,7042663","552296,466500001",0,"823304,333431457","183217,121237938",0,"428390,153707236",0,"1856462,05798961",0,0,0,0,"28080276,8377093","53413846,3042187",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 23.D,23/09/2020 12:41:52,"19215,9755",0,0,0,"5048,11399999989",0,0,"24933,7521143091",0,0,"5990,77462521352",0,"30704,9801850774",0,"242171,626978011",0,"41598,6199999999","2009296,31822368",0,0,"366441,044197948","600765,608085417","61566,6818258425","229887,229462267",0,"53612,9459218577",0,"369673,267568076","34429,6639953942","4624259,81303859","982075,214532577",0,"668026,481503879","650469,551612968",0,"381091,230772221",0,"3413587,19082595",0,0,"1057446,86114298",0,"2378960,16162629","15872292,9461123",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 25.D,23/09/2020 14:33:33,"14240790,6926001","177641,007510593","578855,753824282","520796,32303775","49953,3589490852","6083,99300000018","415462,570025554","4999551,64141282",0,0,"160568,176432599","53783,2595000004","14934,0509896259","186208,981599864","522631,186280058","41181,0130453701","2585199,44022023",0,"119469,795286095",0,0,"5916222,82656137","65580,3302792131","261196,731579967","825106,056339992","809104,382333962","8120234,2959505",0,"42270,956226315","5250354,34302237","615200,231276697",0,"54228,5883947358","646554,447695506",0,"163437,888669812",0,"253363,191333785",0,0,"995792,46009303",0,"24673111,243714","48691757,9734713",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 26.D,23/09/2020 15:29:26,"8108161,90865353","73157,975514062","148627,056770779","122988,200183468","42488,2637769837",0,"217740,290162084","1548429,63164289",0,0,"55941,4186422616","7707,49354210543","28009,5019523814",0,"673702,124145964",0,"8594509,34902328",0,"40809,5170688292",0,"1333732,5439892","73023,4395993838","43176,0590000001","185796,514046914","617105,488904413","766923,953674161","79502,1936360979","1532028,87964098","71028,7571249974","11075254,8822533","1944970,8401579",0,"2856926,21750223","59447,6514999992",0,"608048,355733846",0,"573482,240065221",0,"469266,102720104",0,"2431991,2358612","19662272,7310786","44383978,0864886",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 28.D,23/09/2020 17:20:54,"9429208,7441268","295673,001299732","641687,1701881","404468,233743046","59875,2188411398","7163,09103311647","210409,516316585","5573315,57731094",0,0,"73734,8304835117","15100,1377421057","34410,5861042856","1143456,78297941","1644466,42787377","138561,632523789","203695,10742943","130819,833049258","80508,8975093807","485711,042338108","1526806,52974792","100085,44358271",0,0,0,0,"318639,713530726","1239734,97760886","62541,6029301728",0,"2135438,29772267",0,"2370008,48344612","31360,0695000006","601208,496872814",0,"135227,472552353",0,"320483,56966983",0,0,0,"20572265,8308925","29413800,4880567",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 3.D,22/09/2020 18:03:04,"2088326,69809403","217498,04987213","688286,427772136","788965,575733623","23885,3749024987","11895,2659706536","230227,3165","5639157,62161415","49314,0179999998",0,"412621,984247722","106771,775173682","45845,229086626",0,"633914,874275363","159394,018018914","80552,643959636",0,"283146,826447421",0,0,"3742334,78917726",0,0,0,0,"917172,319735176",0,0,0,"298996,072628135",0,"63899,938215348","315033,493386275",0,0,0,0,"210846,857731664","521529,638194045","412806,262444994","4083100,14415122","11459803,6996686","22025523,2153327",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 30.D,23/09/2020 19:12:29,"20797457,5997195","81015,7539898035","241793,746999996","248939,556422618","50058,2763937502","10665,8801581903","292780,67764938","2596811,81859434",0,0,"120674,795915231","15477,2855842109","49954,5424218024","861947,996196432","1158569,16235671","125476,173198208","172932,851","383345,164683773","75057,790638206",0,"1097459,14963648","98525,2613747331","98525,2613747331","447357,174480374","127184,863230109","282080,744475093",0,"998580,380866968",0,"9412200,19523879","1577338,96223414",0,"2358233,19946408","13971,7649999999","142237,438443095","189523,623375002",0,0,0,0,0,0,"27282959,0719222","44126177,0911157",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 4.D,22/09/2020 18:59:01,"1956481,22954647","229926,507610109","524963,290227162","647499,891671821","63460,5094824357","15734,9935000001","522925,994384939","5342243,34242917","3712444,15704335",0,"579004,132359595","119743,763039473","38086,5264689363",0,"498725,719435377",0,"18048,6674482567","13472,7194999998","317145,26568343",0,0,"2139595,84176098","55006,8645707864","252767,110286504",0,0,"2650361,61958643",0,0,"8877688,35058623","197110,236000001",0,"141830,747779591","218248,121485259",0,"209672,200741351",0,"931065,581781149",0,"1024676,03214473","822667,139087453","6318293,83533593","14599906,7098305","38438890,3909769",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 5.D,22/09/2020 19:55:03,"7834067,3971712","158150,119464861","269619,56688328","207507,897286735","37808,2186715967","5244,89277010623","463572,179496814","2399641,08775593",0,0,"155312,840530453","49590,585194738","41181,2157224454","1257105,31180209","1278322,35497471","1207275,70327145","1040573,62348691","23809,5589999998","113606,863864775",0,"63606,5095856054","83807,1543935776","24714,3080000001","101053,699144478",0,0,"148718,9148665","785325,716997389","37620,2525394726","3702094,2914265","1082976,39382586",0,"1654554,40691112","31129,2511619145","233169,43480999","368641,94598405","368744,233979416",0,"525343,67503998",0,0,0,"16542389,4173481","25753889,6060139",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 7.D,22/09/2020 21:46:43,"12651440,9463268","183265,316804157","355515,495560397","1336208,60890482","81563,4634002011","40423,9742285601","618375,813872709","3868112,26310031","3623290,16250554",0,"1555055,32667096","260692,494342104","239255,960458185","1078123,3716359","386741,164184386","710669,874804889","178813,401447803","70029,1663450587","809932,686818384","1206015,1847711",0,"1374724,712",0,"17715,3115303371",0,0,"490989,981793234",0,0,0,"183839,116897279",0,"55644,7890394662","152087,813025312",0,0,0,0,"235066,308109355","775504,598965289",0,"4536232,92775505","29253524,6761823","37075330,2352976",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 8.D,22/09/2020 22:42:24,"8477778,78721414","146906,443315166","366760,921883366","907195,171021047","91908,4959773786","37478,2291126546","790371,334556358","3680723,93415093","91662,6680000015",0,"1182711,17257578","142449,103260528","31412,1747172377",0,"420344,355536527","60244,4818760159","273356,639714079","15984,5991227294","576002,004932129","396649,182404888","1063563,67836265","950165,68682715","11464,9314999999","47149,4267346144",0,0,"2128481,66203019","755349,188547399","67074,7869469503",0,"1624287,00635453",0,"2164921,86278596","116558,929502297","231862,64182676",0,0,"311824,912652337",0,"1040078,14636614",0,"4061067,01362859","17689939,699371","32263789,5734365",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,IV ,E_IV ,,E IV 9 25SETT20.D,26/09/2020 10:49:31,"18706313,4576424","185457,217238867","620935,44199042","504188,227938238","53346,6944774798","5966,35749999989","173823,643499999","5821259,88315878","14525,951",0,"99509,6498048123","22709,0535000006","81799,6644152351","524492,698278656","526449,439403882","177082,582812667","149032,845404143","63843,5060000002","247023,320469267","473848,540086042","1139403,47658003","3575183,7187718",0,0,0,0,"1039476,8240294","675426,925584977","38868,0784794321","181602,271756099","1916756,65929734",0,"2339022,86694738","352258,504482112","162366,67609538",0,0,0,0,"685343,885275602","619793,469708094","4628068,38650022","28451608,1746209","45805179,9181288",Gruppo Elba,Enfola,Gruppo Enfola,Elba,E_IV 
E,V,E_V,,E V 1 2sett20 .D,04/09/2020 02:29:52,"1619743,00033885","447989,496745817","141617,982140982","761957,627901093","24334,7649256195","21701,3120520659","279964,998898888","3465663,54744862","64968,7232322317",0,"668691,038284626","137976,028909095",0,"6986178,70600924","1141683,65226195","442685,668116852","12930580,7235596","407182,261783599","1342292,48540801",0,"174166,994489187",0,"211464,561533896","883964,243102522",0,0,"317844,307499998",0,"62701,4778851261","13479316,202186","448613,052244854",0,"329192,773999999",0,0,"309970,436763588",0,"643055,840937241","373066,092810055","1282774,06087753",0,"2201767,3762629","30885212,0180171","51603109,43861",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 10 2sett20 .D,04/09/2020 10:49:23,"991658,231234433","17751,7491363637","29780,5441169165","19211,2104710744","18387,0666033063",0,0,"398538,611195385",0,0,"18449,4000057854",0,0,"2891994,98064231","1394197,91765442","665482,701887217","13926183,3520739","2533124,56185931",0,0,"147859,151749999",0,"523002,73757895","2038752,85385431",0,0,"279838,228499999",0,"108286,920294216","20619969,7178543",0,0,"366251,805999998",0,0,"399194,508154892",0,"2119135,41692275","162310,759478261","892974,804500886",0,"633723,805585861","22904760,3268804","51196061,0373548",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 11 3sett20 .D,04/09/2020 11:44:46,"678646,515421787","309903,492288813","110095,396149177","179275,241497628","17644,8592140497",0,0,"2778021,35636665",0,0,"49790,7379999991",0,0,"3916041,84216832","945898,690726995","294416,857647063","12955623,5724492","630111,846704671",0,0,0,0,"603557,664619302","2355659,1047652",0,"1616183,90135668",0,0,"240329,249842148","28190866,6924938",0,"254950,818188585",0,0,0,"841197,655868477",0,"2363462,08718942","316922,941449623","734656,729553866",0,"586140,204787504","22865470,4086344","60969397,458749",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 12 3sett20 .D,04/09/2020 12:40:25,"14482,5688795601",0,0,0,"13894,1036209373",0,0,"56692,2676909097",0,0,"40539,9098760323",0,0,"2904319,94991311","3581533,18907879","99034,9956637475","25252943,9643957","1550679,46470324",0,0,0,0,"797655,346422662","3105707,51279494",0,"24935,6226553233","99858,6062413225",0,"57981,5649082644","39977091,8031933",0,"63145,9535",0,0,0,"859487,549499995",0,"2250822,17435205","242456,811147095","1649422,85673714",0,"7333324,53904564","33514120,413822","89976010,7543198",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 13 25SETT20.D,28/09/2020 10:30:22,"10128531,6225439","368214,746755748","177829,491812719","573770,794029787","36584,1374834717","35276,7283057857","490001,410249493","3627726,05249331","66187,0152202477","11391,9985999999","673920,24006432","136979,925575369",0,"12442544,7641571","2601097,05405955","1213790,91781654","20389978,0252752","4222254,16913797","945235,372818406",0,0,0,"1932550,90181774","7406449,65867075",0,"1948376,91323555","207224,034044629",0,"233528,93240909","90624154,3568154",0,"411945,693499998",0,0,"1566435,80672323","809321,28599043","728367,715115002","14964529,4855001","1024859,679","2334638,2488648",0,"8356711,73211238","58141314,4663989","190690408,910198",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 14 3sett20 .D,04/09/2020 14:31:16,"3117691,23087452","1174748,24104487","372220,365919623","975451,730629599","55866,5254999998","22837,0445619834","235719,809","10538802,1803736","43965,0159999993","3023,298","723652,834917336","139575,59687715",0,"1085912,43610532","2163475,31157971",0,"15035094,6222221","635902,488817898",0,0,0,0,"278202,752083492","1113633,93108762",0,0,"1225930,1604086",0,"26696,3603454542","7131578,65829775",0,0,0,0,0,"375313,528",0,"663649,171604247","189338,762775313","2048757,24537991",0,"9633501,54079205","36323938,7324237","59010540,8431981",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 15 3sett20 .D,04/09/2020 15:26:45,"355508,898049784","14386,6508181815",0,"151988,225941403","14704,6677603306","8451,98954214892","180457,411624107","199413,144499997","18183,0284999998",0,"317545,102000002","51636,9494115723",0,0,"970894,113000876",0,"13807439,0276539","1612910,0674158",0,0,0,0,"205118,659551635","769194,587991016",0,0,0,0,"98329,4549999996","14774171,0745347",0,0,0,0,0,"606093,644499997",0,"3077689,48238263",0,"1862302,59711688",0,"7000649,0897543","17703519,2762181","46097067,8670493",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 16 3sett20 .D,04/09/2020 16:22:07,"14746434,2214481","323993,262000004","97097,0652071747","255915,829331412","35820,9853760336","4043,16164793397","150301,343159263","2680062,90974897",0,"6781,49357876702","63610,9469999987","15086,4554329372",0,"3077622,42752414","3685532,33719376","286634,13534388","15732861,7691418","82674,7079810881",0,0,"512347,715263517",0,"360572,276518055","1525773,77008378",0,"457971,058999998","711387,574500001",0,"158895,122627686","24875976,8537559","924193,134999994",0,"1219320,07583123",0,"447247,898965363","846037,183938754",0,"1791161,85412716","376912,191021739","149496,201033875",0,0,"41244473,0511153","75601765,9627823",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 17 3sett20 .D,04/09/2020 17:17:30,"2202721,16867615","1035252,44934509","308027,894779762","623466,229035234","22384,694318182",0,"114413,72452149","8977338,98675913",0,"1974,41249999998","41035,7459999997","14898,5726783382",0,"2229984,56826074","3104097,48117885","100425,837685757","19841721,1113382","3179622,64033494",0,0,"928692,592849957",0,"544163,06650379","2124964,94472546",0,"1121821,67446565",0,0,"43201,1463243802","19931824,1840364","1654009,08415211",0,"1148607,00495574","74766,7395764897","271304,251511618","780853,860999993",0,"2037921,5450107",0,"1225731,37427995",0,"2090766,25184873","41797365,5174119","75775993,2386528",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 18 25SETT20.D,28/09/2020 09:34:38,"13606,0623187557",0,0,0,"15142,3337911745",0,0,"44934,7745000001",0,"8100,47342000004","100541,748500002",0,0,"5767854,01235746","1938843,21803646","465078,686613561","6925126,69743684","1147834,7855",0,0,0,0,"632075,871839034","2453899,33247109",0,0,"103277,8955",0,0,"27749089,5095553",0,0,0,0,0,"596049,41541697",0,"3835095,37503429","959681,214349168","812907,934218735",0,"5944897,30688503","16427062,7924743","59514036,6477439",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 19 3sett20 .D,04/09/2020 19:08:20,"5637400,70653065","127046,874700002","87355,9297025125","267519,155917021","23816,0494999994","19076,5241495863","310410,023522115","1572461,90086664","2220862,69812036",0,"512602,485610713","84162,2474016529",0,"3239870,9165956","931763,98670898","81870,1641684212","4532233,53643481","1070202,21875234","875633,938969117",0,"136146,285281011","254607,339989518","273044,577125024","1066245,94515667","191240,547999999",0,"246500,108500001",0,"52295,7526607438","16839428,9583103",0,0,"314068,640729795","277480,938305733","200242,009424429","738788,895328386",0,"1444574,48699327",0,"567829,20455945",0,"1266946,68206815","21594289,3576505","45463729,730083",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 2 2sett20 .D,04/09/2020 03:25:11,"1172784,18782208","522711,003165349","155549,999700132","453508,56813062","29335,6949999997",0,"87291,7203421474","5038320,06274676",0,0,"31169,7062347185",0,0,"5058892,1125989","841870,423827642","1000153,20073308","16557015,4942607","116145,596276551",0,0,0,0,"70678,8365914559","317548,311491",0,0,0,0,"59706,1386735541","12226470,8026001",0,0,0,0,0,"171345,153",0,"240826,846378969","484638,067064873",0,0,0,"31064747,7708387","44635961,9266386",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 20 25SETT20.D,28/09/2020 08:38:38,"16920481,377969","536071,883499996","233801,224124524","383645,304320796","64775,3887975212","9530,61933719009","220479,000000002","5308033,08885888",0,"7231,57015249977","133753,761","42766,6555842976",0,"6822612,97262274","4327469,81673383","834949,253936761","52404867,8484782","1384523,43152337",0,0,"541594,03834472","50326,4858636358","409626,75388217","1691494,4058486",0,0,"1381974,79597626",0,"123122,51296529","10380139,6909935","1321245,66",0,"996980,491339135",0,"94916,564369772","504314,100476608",0,"3248630,76061049","467123,661999998","813632,73028365",0,"1446111,81582115","89634993,1969396","113106227,665715",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 21 3sett20 .D,04/09/2020 20:59:09,"24331014,2865026","50309,3770000009","166008,760499998","2467544,13272541","73815,9382115706","170915,183636366","2218266,80011614","2277075,007866","338677,222999998","3517,04149041108","4785025,83964852","822771,661129071",0,"3509393,13305931","1918444,55067267","546435,086312683","18516416,7583137","328429,218408654","4386270,83683708",0,"529904,51747455","26459,0635000001","664820,657651197","2733834,46772551",0,"1020847,86803305","842784,442857568",0,"165930,283712812","41022717,384951","1223951,02754876",0,"1058413,38581305",0,"197806,329071413","458423,401095895","118380,457986299","1421935,0923526",0,"829299,960252494",0,"2968892,77052795","66910330,8354302","122194731,945984",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 22 3sett20 .D,04/09/2020 21:54:39,"574551,586674885","225336,162102398","81182,6827999327","137351,659344998","10946,5294818181",0,0,"2249762,86764787",0,0,"20025,6783219009",0,0,"1047389,44087608","498291,849843957","69684,1784690228","5739828,07975245","2325980,36629075",0,0,0,0,"426358,374059867","1622739,25732342",0,"319278,380500001","45957,6312152813",0,"33204,1806871899","11650581,0137452",0,"62487,7117842093",0,0,0,"501326,680008143",0,"1408418,08046467",0,"1982799,893513",0,"6385212,72232046","12980331,0816061","37418695,0072275",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 23 3sett20 .D,04/09/2020 22:50:05,"2852363,53740988","870798,823114733","297814,203954066","1212763,64187645","29834,6687190086","28159,8562561986","409352,23493223","8567890,86478001","64577,5059999991",0,"870256,411451389","211990,330306822",0,"1893236,23684624","1109063,08635751","104659,672499998","17922615,4113704","796416,403752247","1429633,08375147",0,0,0,"217912,473152878","958056,022000691",0,"188877,451059918","249433,0555",0,"45100,0049524797","12907399,3019599",0,0,0,0,0,"317908,203075438",0,"591029,013050918",0,"544005,075935777",0,"2279681,73074053","38671425,9733787","56970828,3048072",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 24 3sett20 .D,04/09/2020 23:45:26,"2866756,039292","671041,119622784","282615,395456092","981611,493019051","50113,639056198","29890,9635619833","318325,714901241","6914220,60509014","71943,417541322",0,"1083090,48405007","229444,369235906",0,"4474950,63254077","494533,905818681","191478,313561639","8446278,75133235","1472752,09195195","2220308,97851245",0,0,0,0,0,0,0,"1543864,67751484",0,0,0,0,0,0,0,0,0,0,0,"199620,574762726","556018,581810416",0,"3633756,50537689","30799355,9145446","36732616,2540095",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 25 3sett20 .D,05/09/2020 00:40:52,"35705,6128920357",0,0,"9629,62900000007",0,0,0,"943841,983699781",0,0,"9912,62974999998",0,0,"2491434,28204687","549013,408537895","106707,06399788","15092859,504601","1162579,83508643",0,0,0,0,0,0,0,0,"430838,558493621",0,0,0,0,0,0,0,0,0,0,0,0,"663057,539365762",0,"4971731,51850288","20401683,9496119","26467311,5659742",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 26 3sett20 .D,05/09/2020 01:36:19,"2625271,7771225","306377,321680665","121519,052705259","223969,485301782",0,0,0,"3373208,73280303",0,0,"20443,9189090909","10140,9105902077",0,"3718930,75476024","193503,609895651","185232,324203492","3243245,83754234","1544501,14871048",0,0,0,0,"732600,034862226","2653751,2166197",0,"26643,9644999997","28475,3824999997",0,0,"15246308,0380672",0,0,0,0,0,"343148,926127709",0,"1204069,9389526","119267,023335601","539741,226266121",0,"1169582,20217106","15566344,8742247","37629932,827627",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 27 3sett20 .D,05/09/2020 02:31:51,"21658402,8932517","639434,736000003","267249,193786905","430781,645890607","19927,9660528927","10013,9800512397","177584,371419836","5513562,32662441","4797,38449999996","5992,124569403","119646,263893175","39389,5112397618",0,"3522459,52308361","2199816,92755325","90164,9887578931","12441889,476054","273968,988074655",0,0,0,0,"472663,115830919","1926131,91389924",0,"1304828,9386194","50803,1900000001",0,"61100,440247934","23120244,2660505",0,"220591,609328946",0,0,0,"636299,217115733",0,"1227999,23698457",0,"297319,651492996",0,0,"47415082,3008033","76733063,8803736",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 28 3sett20 .D,05/09/2020 05:18:20,"2829058,2448336","112725,066000001","49816,705331379","380020,929855393","6616,46152479331","11302,5663892562","270468,871538142","1245689,78394825","35650,1984999998",0,"560393,230096832","172061,351590503",0,"2626558,81457371","347594,723552029","188368,776567088","5680604,52092643","65196,9455","620316,552347568",0,0,0,"65769,4944480717","297670,679763992",0,"33651,4960000003","2456233,40348681",0,0,"4633128,44154423",0,0,0,0,"2873513,47293448","2206103,39628087","9203138,18393558","754869,793063195","183357,428858963","472441,470046537",0,"1551961,5490202","15202443,743075","39934282,5524579",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 29 3sett20 .D,05/09/2020 04:22:47,"74019,4749042081",0,0,"17230,6642408559",0,0,0,"42378,5420045451",0,0,"37931,5450801183","7880,24542433232",0,"5272465,02207566","877179,421401265","670470,606693142","11049785,752865","45111,4925829947",0,0,0,0,"117977,47850165","523784,366783245",0,"63898,9101409492","135673,514499999",0,0,"6737260,62651129",0,0,0,0,0,"238500,474453262",0,"1869812,2662922","450489,431489311","1104027,83246312",0,"2531936,02876834","18094452,7672721","31867813,6971755",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 3 25SETT20.D,28/09/2020 12:23:37,"4567440,18071864","878890,461308615","519838,322594469","1590373,0593088","109814,161795867","134468,856526445","1051347,18296916","9130550,66885131","256317,225240492","13452,2429374998","2713048,44937847","571769,535788286",0,"22170480,7634629","3046581,78894493","477692,432999995","24766505,8346565","10580210,329417","3287428,464961",0,"147607,259735015",0,"498122,603271514","2005416,25083597",0,0,"107484,46733471",0,"130727,403522315","20710984,8162763",0,"88168,8124999995",0,0,0,"555091,865000001",0,"3715570,75358225","1002652,14350001","1427568,74645801",0,"3647717,7857149","85866209,9618604","119903322,869591",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 30 3sett20 .D,05/09/2020 03:27:15,"3063220,33090648","575386,829373726","220489,768244339","1570058,50026974","43718,5680479336","56008,3782933878","719593,103799463","6118296,61545284","163392,245000001","3761,76859701513","1477143,40126663","258871,617751804",0,"3707248,23522116","2811194,61950457","439413,609000001","15126407,5726705","1048733,7262746","2774041,47050928",0,0,0,"384142,333080375","1612525,54161374",0,"2585509,45886733","813578,376909092",0,"135364,178013223","20606824,6825113",0,"509270,692926084",0,0,0,"556394,561499998",0,"686790,264727314",0,"2125084,9589925",0,"10834929,3317825","40176980,3601835","81027394,7411069",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 4 25SETT20.D,28/09/2020 13:20:07,"1152956,38136148","505603,338905506","163117,167147609","433320,009544076","20320,8965727269",0,0,"6325537,49526989",0,"4707,03218375011","38204,4409999995","8225,05349999994",0,"5405291,65248614","244288,820000005","1297756,70174071","7125637,37307275","2175256,47939823",0,0,0,0,"720116,955509336","2860852,00738998",0,0,"73595,1095826453",0,"114901,218756199","34944500,2965531",0,0,0,0,0,"687963,553510648",0,"3231055,93787014","135819,780054349","606639,454999992",0,"1175570,09161033","24900222,8421829","69451237,2480196",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 5 25SETT20.D,28/09/2020 14:15:34,"2207005,39080135","86944,8284063007","43902,2148677687","69633,9870000009","16890,8329768595",0,"147208,56883812","1411820,8086227",0,0,"22175,1510000003","7391,49349999981",0,"1073058,19999826","2645621,9190733","102197,202985966","17331893,0562638","3025297,95605681",0,0,"628233,729776486",0,"875409,561556915","3408352,62480832",0,0,"730165,263165293",0,"307079,341159089","53851840,4632137","1025644,03600001",0,"1427194,93404268",0,"187227,61886566","1324381,9351566",0,"1646877,74920564",0,"226277,725500011",0,0,"28191041,6103912","93829726,5928416",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 6 2sett20 .D,04/09/2020 07:07:58,"1244201,68501581","52109,235499999","20790,0073677687","40917,2171293665","15503,4475818185",0,0,"532847,394602953",0,0,"31288,1794999999",0,0,"10429335,6337502","2637166,31982246","328880,73312077","22434975,8428476","124919,771342877",0,0,"128651,707499999",0,"271042,112759575","1100526,51684613",0,0,"3355008,70246592",0,"58498,8190495864","9231744,30098822",0,0,"291577,964000001",0,"607868,041098406",0,"2148359,0334286","3452756,22357109","277619,88487967","1264570,0052879",0,"4954067,11063344","37892935,4675816","65035225,8900902",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
E,V,E_V,,E V 7 2sett20 .D,04/09/2020 08:03:16,"892527,474719754","338057,382528588","120491,600823059","272867,073566859","9369,67363636353",0,0,"3923875,24057368",0,0,"33116,0850000001","12261,719431751",0,"4014078,91671081","1108235,41722694","412382,885456619","12938557,1115245","2325763,12941074",0,0,0,0,"491041,589460647","1850296,65124518",0,0,"448792,544499998",0,0,"22423167,8618252",0,0,0,0,0,"516377,155500001",0,"2206479,57245985","210623,597601902","2437623,56828942",0,"8152608,02359373","26401583,7106097","65138594,2750856",Gruppo Giglio,Gruppo Giglio,Gruppo Giglio,Elba,E_V
